Accession_Number	F. prausnitzii BIOML-A1	F. prausnitzii AF32-8AC	F. prausnitzii AM39-7BH	F. prausnitzii CNCM I 4541	F. prausnitzii AM37-13AC	F. prausnitzii BIOML-B4	F. prausnitzii 2789STDY5834930	F. prausnitzii P9094	F. prausnitzii APC942/18-1	F. prausnitzii BIOML-B2	F. prausnitzii APC922/41-1	F. prausnitzii APC924/119	F. prausnitzii BIOML-B9	F. prausnitzii CNCM I 4575	F. prausnitzii BIOML-B13	F. prausnitzii AF36-11AT	F. prausnitzii BIOML-B18	F. prausnitzii  CNCM I 4544	F. prausnitzii Indica	F. prausnitzii 2789STDY5608869	F. prausnitzii ATCC 27768	F. prausnitzii ATCC 27766	F. prausnitzii MGYG-HGUT-02274	F. prausnitzii BIOML-B12	F. prausnitzii BIOML-B15	F. prausnitzii CNCM I 4573	F. prausnitzii AF29-11BH	F. prausnitzii P9224	F. prausnitzii A2165	F. prausnitzii BIOML-B10	F. prausnitzii FPSSTS7063_SV_a2_mod	F. prausnitzii AM33-14AC	F. prausnitzii JCM 31915	F. prausnitzii CNCM I 4546	F. prausnitzii APC923/61-1	F. prausnitzii L2/6	F. prausnitzii MGYG-HGUT-02272	F. prausnitzii BIOML-B1	F. prausnitzii BIOML-B14	F. prausnitzii  A2-165	F. prausnitzii APC942/8-14-2	F. prausnitzii P9391	F. prausnitzii BIOML-B8	F. prausnitzii MGYG-HGUT-01300	F. prausnitzii BIOML-B3	F. prausnitzii AHMP21	F. prausnitzii P9123	F. prausnitzii P9241	F. prausnitzii CNCM I 4540	F. prausnitzii BIOML-B6	F. prausnitzii P9311	F. prausnitzii P9225	F. prausnitzii P9239	F. prausnitzii BIOML-B11	F. prausnitzii M21/2	F. prausnitzii CNCM I 4543	F. prausnitzii KLE1255	F. prausnitzii AM36-18BH	F. prausnitzii BIOML-B16	F. prausnitzii AHMP21.	F. prausnitzii P9122	F. prausnitzii AF31-14AC	F. prausnitzii AM42-11AC	F. prausnitzii APC918/95b	F. prausnitzii SSTS_Bg7063	F. prausnitzii JG_BgPS064	F. prausnitzii MGYG-HGUT-00039	F. prausnitzii P9313	F. prausnitzii BIOML-B7	F. prausnitzii 942/30-2	F. prausnitzii aa_0143	F. prausnitzii AF10-13	F. prausnitzii P9240	F. prausnitzii APC923/51-1	F. prausnitzii CNCM I 4542	F. prausnitzii P9238	F. prausnitzii MGYG-HGUT-00195	F. prausnitzii 2789STDY5834970	F. prausnitzii APC942/32-1	F. prausnitzii SL3/3	F. prausnitzii BIOML-B17	F. prausnitzii CNCM I 4574	F. prausnitzii MGYG-HGUT-00022	F. prausnitzii MGYG-HGUT-02545
WP_128117253.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_128117257.1	0	0	1	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0
WP_128117262.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117295.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0
WP_128117299.1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1
WP_128117308.1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	1	0	1	1	0	1	1	0	0	2	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_128117311.1	2	0	2	0	1	0	2	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	1	0	1	0	1	0	1	0	2	1	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1
WP_128117326.1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_128117427.1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	1	1	1	1	1	0	0	3	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	2	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_128117450.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_128117469.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117473.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_128117481.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_128117494.1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	2	0	0	1	0	1	1	1	0	0	1
WP_128117538.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117736.1	0	2	1	1	2	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	2	1	0	0	1	1	1
WP_128117751.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117847.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117849.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128117887.1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118119.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118177.1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	0	0	3	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	3	1	0	0	0	2	0	0	0	0	3	1	1	0	0	0	0	1	1	2
WP_128118181.1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118214.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118264.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118514.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118618.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_128118763.1	1	3	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	2	1	0	0	0	1	0	1	1	1	0	0	1
WP_117526242.1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	1	0	2	0	0	1	1	1	1	1	0	0	2	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_117526243.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0
WP_117526694.1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1
WP_117526696.1	0	2	1	1	2	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	2	1	0	0	1	1	1
WP_117526698.1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	2	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0
WP_117526700.1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_117526702.1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	2	0	1	1	0	0	0	1	1	0	1	0	0	1	2	0	0	0	1	1	1	1	0	0	2	2	0	0	2	0	0	0	0	1	0	0	0	0	2	1	0	2	1	1	1	0	1	0	0
WP_117526704.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_117526706.1	0	0	1	0	1	1	0	0	0	1	0	1	2	0	2	0	1	0	0	0	1	1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	2	1	1	0	0	0	0	2	0	0	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	2	1	0	0	0
WP_117526708.1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1
WP_117526712.1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0
WP_117526716.1	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	1	1	0	1	1	0	0	2	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_117527799.1	1	1	0	0	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	2	0	0	0	0	2	0	1	2	0	0	0	2	1	0	0	0	0	0	3	1	0	0	2	1	1	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0
WP_117527815.1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1
WP_117527850.1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1
WP_117527974.1	0	0	0	0	2	2	0	0	0	2	0	1	0	0	0	0	2	0	0	0	3	3	0	0	1	0	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	2	0	0	0
WP_117527976.1	0	1	0	0	2	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	1	1	1	1	0	1	2	0	0	1	0	0	0	2	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	2	0	1	0	0	1	2	0	2	0	0	0	1
WP_117527978.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_117527984.1	1	0	0	0	1	1	0	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	2	0	0	1	1	0	2	3	0	0	1	0	1	0	1	2	0	0	0	2	0	0	0	1	0	0	2	0	0	1	2	0	1	0	1	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
WP_117527990.1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	2	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1
WP_117528353.1	1	2	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_147323217.1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	2	1	0	1	0	1	1	0	1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0
WP_147323232.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_158576324.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_181967308.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_181967359.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_181967362.1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	2	0	0	0	2	1	0	2	0	1	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	2	1
WP_207658224.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1
WP_013976928.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_097783560.1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0
WP_097838497.1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	3	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	2	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1
WP_097838609.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0
WP_097838611.1	0	0	0	0	0	1	1	0	0	1	0	2	1	1	1	0	1	0	0	0	2	2	0	1	1	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	2	1	0	0	2	0	2	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0
WP_097838693.1	0	2	0	0	1	0	0	1	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	1	0	0	1	1	1	1	0	1	0	1	1	2
WP_097838694.1	1	0	0	2	0	1	0	0	0	1	0	2	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0
WP_097838886.1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_097838912.1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_097839144.1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0
WP_097839145.1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1
WP_097839236.1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0
WP_097839288.1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1
WP_097839299.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_097839332.1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1
